region,measure,value
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to6weeks,920.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to12weeks,950.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatment0to18weeks,955.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatmentOver18weeks,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 99A,Count_WaitingForTreatmentOver90days,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForAssessment,365.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForAssessmentOver90days,20.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment,340.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to2weeks,225.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to4weeks,310.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to6weeks,325.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to12weeks,335.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,Count_WaitingForTreatment0to18weeks,335.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForAssessment,145.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForAssessmentOver90days,5.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment,145.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to2weeks,130.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to4weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to6weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to12weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99E,Count_WaitingForTreatment0to18weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForAssessment,215.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForAssessmentOver90days,20.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment,170.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to2weeks,130.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to4weeks,150.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to6weeks,155.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to12weeks,160.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatment0to18weeks,160.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatmentOver18weeks,10.0
NHS MID AND SOUTH ESSEX ICB - 99F,Count_WaitingForTreatmentOver90days,10.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForAssessment,285.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForAssessmentOver90days,30.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment,240.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to2weeks,195.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to4weeks,225.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to6weeks,225.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to12weeks,230.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatment0to18weeks,230.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatmentOver18weeks,10.0
NHS MID AND SOUTH ESSEX ICB - 99G,Count_WaitingForTreatmentOver90days,10.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForAssessment,6575.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForAssessmentOver90days,625.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment,6105.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment0to2weeks,2390.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment0to4weeks,4220.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment0to6weeks,5230.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment0to12weeks,5895.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatment0to18weeks,5950.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatmentOver18weeks,155.0
NHS NORTH EAST LONDON ICB - A3A8R,Count_WaitingForTreatmentOver90days,190.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForAssessment,1535.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForAssessmentOver90days,50.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment,1480.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment0to2weeks,985.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment0to4weeks,1385.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment0to6weeks,1440.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment0to12weeks,1470.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatment0to18weeks,1475.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatmentOver18weeks,5.0
NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,Count_WaitingForTreatmentOver90days,10.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForAssessment,4910.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForAssessmentOver90days,840.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment,5205.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment0to2weeks,1305.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment0to4weeks,2420.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment0to6weeks,3340.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment0to12weeks,4295.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatment0to18weeks,4510.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatmentOver18weeks,700.0
NHS BLACK COUNTRY ICB - D2P2L,Count_WaitingForTreatmentOver90days,875.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForAssessment,1980.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForAssessmentOver90days,60.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment,1960.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment0to2weeks,750.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment0to4weeks,1255.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment0to6weeks,1605.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment0to12weeks,1895.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatment0to18weeks,1930.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatmentOver18weeks,35.0
NHS FRIMLEY ICB - D4U1Y,Count_WaitingForTreatmentOver90days,60.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForAssessment,4005.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForAssessmentOver90days,215.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment,3295.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment0to2weeks,1475.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment0to4weeks,2420.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment0to6weeks,2885.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment0to12weeks,3260.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatment0to18weeks,3280.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatmentOver18weeks,15.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,Count_WaitingForTreatmentOver90days,35.0
Unknown,Count_WaitingForAssessment,1545.0
Unknown,Count_WaitingForAssessmentOver90days,135.0
Unknown,Count_WaitingForTreatment,1410.0
Unknown,Count_WaitingForTreatment0to2weeks,810.0
Unknown,Count_WaitingForTreatment0to4weeks,1255.0
Unknown,Count_WaitingForTreatment0to6weeks,1320.0
Unknown,Count_WaitingForTreatment0to12weeks,1355.0
Unknown,Count_WaitingForTreatment0to18weeks,1360.0
Unknown,Count_WaitingForTreatmentOver18weeks,50.0
Unknown,Count_WaitingForTreatmentOver90days,55.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForAssessment,3150.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForAssessmentOver90days,240.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment,2925.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment0to2weeks,1140.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment0to4weeks,1885.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment0to6weeks,2350.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment0to12weeks,2805.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatment0to18weeks,2860.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatmentOver18weeks,60.0
"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",Count_WaitingForTreatmentOver90days,110.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForAssessment,1330.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForAssessmentOver90days,30.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment,2715.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment0to2weeks,605.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment0to4weeks,1130.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment0to6weeks,1560.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment0to12weeks,2260.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatment0to18weeks,2520.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatmentOver18weeks,195.0
"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",Count_WaitingForTreatmentOver90days,405.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForAssessment,7330.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForAssessmentOver90days,1120.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment,7155.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment0to2weeks,2925.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment0to4weeks,4575.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment0to6weeks,5405.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment0to12weeks,6115.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatment0to18weeks,6310.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatmentOver18weeks,840.0
NHS NORTH WEST LONDON ICB - W2U3Z,Count_WaitingForTreatmentOver90days,1020.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForAssessment,545.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment,540.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment0to2weeks,415.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment0to4weeks,530.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment0to6weeks,540.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment0to12weeks,540.0
NHS WEST YORKSHIRE ICB - X2C4Y,Count_WaitingForTreatment0to18weeks,540.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForAssessment,1010.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForAssessmentOver90days,25.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment,965.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment0to2weeks,335.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment0to4weeks,620.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment0to6weeks,850.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment0to12weeks,965.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,Count_WaitingForTreatment0to18weeks,965.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForAssessment,465.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForAssessmentOver90days,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment,455.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment0to2weeks,255.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment0to4weeks,385.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment0to6weeks,440.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment0to12weeks,455.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,Count_WaitingForTreatment0to18weeks,455.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForAssessment,795.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForAssessmentOver90days,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment,785.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to2weeks,315.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to4weeks,590.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to6weeks,740.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to12weeks,780.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to18weeks,780.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForAssessment,45.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment,45.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to2weeks,30.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to4weeks,40.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to6weeks,40.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to12weeks,45.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,Count_WaitingForTreatment0to18weeks,45.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForAssessment,565.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment,560.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment0to2weeks,220.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment0to4weeks,435.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment0to6weeks,550.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment0to12weeks,560.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,Count_WaitingForTreatment0to18weeks,560.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForAssessment,355.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForAssessmentOver90days,10.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment,370.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment0to2weeks,200.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment0to4weeks,305.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment0to6weeks,325.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment0to12weeks,350.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatment0to18weeks,360.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatmentOver18weeks,15.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,Count_WaitingForTreatmentOver90days,20.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForAssessment,95.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForAssessmentOver90days,40.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment,80.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to2weeks,15.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to4weeks,25.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to6weeks,35.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to12weeks,55.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to18weeks,70.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver18weeks,15.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver90days,25.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForAssessment,900.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForAssessmentOver90days,25.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment,900.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to2weeks,320.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to4weeks,610.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to6weeks,815.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to12weeks,875.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatment0to18weeks,885.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver18weeks,15.0
NHS GREATER MANCHESTER ICB - 00T,Count_WaitingForTreatmentOver90days,20.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to18weeks,5.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForAssessment,585.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForAssessmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment,575.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to2weeks,240.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to4weeks,405.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to6weeks,515.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to12weeks,570.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatment0to18weeks,575.0
NHS GREATER MANCHESTER ICB - 00V,Count_WaitingForTreatmentOver90days,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForAssessment,530.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForAssessmentOver90days,25.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment,515.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment0to2weeks,240.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment0to4weeks,380.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment0to6weeks,460.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment0to12weeks,505.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatment0to18weeks,510.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Count_WaitingForTreatmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForAssessment,400.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForAssessmentOver90days,320.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment,410.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to2weeks,35.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to4weeks,50.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to6weeks,65.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to12weeks,80.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to18weeks,85.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatmentOver18weeks,325.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatmentOver90days,330.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForAssessment,5.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment,20.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to12weeks,5.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to18weeks,10.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatmentOver18weeks,10.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatmentOver90days,15.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForAssessment,495.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment,460.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to2weeks,270.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to4weeks,415.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to6weeks,435.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to12weeks,455.0
NHS GREATER MANCHESTER ICB - 00Y,Count_WaitingForTreatment0to18weeks,455.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForAssessment,180.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment,180.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to2weeks,110.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to4weeks,165.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to6weeks,175.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to12weeks,180.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to18weeks,180.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForAssessment,1050.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForAssessmentOver90days,55.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment,995.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to2weeks,385.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to4weeks,710.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to6weeks,875.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to12weeks,980.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatment0to18weeks,985.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatmentOver18weeks,15.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Count_WaitingForTreatmentOver90days,15.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForAssessment,1200.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForAssessmentOver90days,65.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment,1195.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment0to2weeks,265.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment0to4weeks,510.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment0to6weeks,790.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment0to12weeks,1130.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment0to18weeks,1170.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatmentOver18weeks,25.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatmentOver90days,60.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForTreatmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 01D,Count_WaitingForAssessment,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForAssessment,5.0
